"X1trnf" "X3trnf" "X4trnf" "X5trnf" "x6trnf"
"1" 0.2205 0.461718959655259 0.5462769018299 0.207429370863001 5.61497175579799
"2" 0.51 0.392577774130662 0.526067441592818 0.399741078699547 4.50605137849892
"3" 0.1974 0.211890287853552 0.758614339970077 0.875488087532104 4.50605137849892
"4" 0.4434 0.438320739694248 0.699182874899298 0.391472301685077 14.4863347741905
"5" 0.6017 0.337885821122272 0.43261595120267 0.319621640809338 6.72389213309706
"6" 0.3831 0.347533428404774 0.611163540108183 0.0389634795681861 6.72389213309706
"7" 0.4996 0.568973738547625 0.214547128553343 0.457225783550145 11.1595736422933
"8" 0.2432 0.230209652486532 0.53812866843135 0.449124052535967 6.72389213309706
"9" 0.1538 0.18540926924365 0.696973184486132 0.429537909001691 5.61497175579799
"10" 0.4238 0.34399597240119 0.67004258257567 0.186256290325948 6.72389213309706
"11" 0.3095 0.350405532181978 0.504223731154333 0.443381846275918 13.3774143968915
"12" 0.4565 0.497204411728829 0.390954079871101 0.4497713557871 6.72389213309706
"13" 0.1577 0.362947421649231 0.768742087697088 0.464659330563154 12.2684940195924
"14" 0.4491 0.420078999487679 0.531223385890206 0.459355620053872 6.72389213309706
"15" 0.5615 0.487257395944456 0.429002186672805 0.410390261218183 8.9417328876952
"16" 0.681 0.5973953678178 0.39090804465416 0.267816499968679 14.4863347741905
"17" 0.6234 0.187760180443524 0.543537806421913 0.500010440375018 5.61497175579799
"18" 0.4387 0.475702445613 0.309494763494073 0.406130588210728 4.50605137849892
"19" 0.761 0.357491533392919 0.703187938773161 0.378881209413042 7.83281251039613
"20" 0.3991 0.281508309140387 0.790585798135574 0.370591551648535 7.83281251039613
"21" 0.462 0.457826649130939 0.373851996777535 0.363930592386878 5.61497175579799
"22" 0.6669 0.217135481238176 0.610956381631948 0.281388987492431 5.61497175579799
"23" 0.5051 0.322050438134441 0.621061111750489 0.407049341212336 4.50605137849892
"24" 0.5799 0.630119608151895 0.59857290827483 0.464659330563154 15.5952551514896
"25" 0.1205 0.435237941045357 0.703487167683278 0.335470130087073 6.72389213309706
"26" 0.3055 0.378416860912553 0.330141558292093 0.365684575389948 4.50605137849892
"27" 0.5364 0.474726595680977 0.416687766141098 0.497650915620889 16.7041755287887
"28" 0.3544 0.42026751595182 0.340292323627575 0.105656595184899 2.28821062390078
"29" 0.262 0.596375161070685 0.237702842674646 0.341421143847487 8.9417328876952
"30" 0.5286 0.44281186722231 0.382322476694671 0.38698294042722 4.50605137849892
"31" 0.278 0.262346165020659 0.486776383933709 0.431667745505418 4.50605137849892
"32" 0.7054 0.433297330385084 0.241086431119807 0.674322941680065 8.9417328876952
"33" 0.4091 0.434672391652935 0.655426401196916 0.435927418512873 5.61497175579799
"34" 0.3111 0.600755396561016 0.432846127287375 0.416779770729365 12.2684940195924
"35" 0.4558 0.468971298922795 0.506203245482794 0.264872314213527 5.61497175579799
"36" 0.3757 0.532113225206204 0.4474853262746 0.389008373180765 6.72389213309706
"37" 0.6563 0.477953553978917 0.362020946023708 0.119270844208724 6.72389213309706
"38" 0.6923 0.140798511385286 0.688065370008056 0.668935708170638 6.72389213309706
"39" 0.3052 0.510600169886602 0.301921970307285 0.297905660771335 5.61497175579799
"40" 0.0382 0.382431152678375 0.542502014040741 0.14326282600071 3.39713100119985
"41" 0.4496 0.270873762722089 0.307515249165612 0.447641519283373 4.50605137849892
"42" 0.1497 0.554646487272921 0.307169985038554 0.262450147209288 6.72389213309706
"43" 0.2748 0.465034631583383 0.58273679364714 0.433797582009146 20.0309366606859
"44" 0.1591 0.245867608213995 0.538888249510876 0.559812908479672 5.61497175579799
"45" 0 0.401959240522612 0.580227874323858 0.211939612870894 3.39713100119985
"46" 0.5656 0.325543537322933 0.248843365174358 0.390177695182811 4.50605137849892
"47" 0.2097 0.473240642375396 0.616365519622511 0.455743250297551 18.9220162833868
"48" 0.6236 0.403833315960247 0.446426516284958 0.295817585767681 11.1595736422933
"49" 0.3751 0.456562479900818 0.594636897226378 0.382222129418889 7.83281251039613
"50" 0.2917 0.160661493183466 0.893658648866383 0.410390261218183 5.61497175579799
"51" 0.2378 0.147408785754365 0.592496259638623 0.135808398237665 5.61497175579799
"52" 0.3671 0.437777368709372 0.587432385775118 0.417844688981228 6.72389213309706
"53" 0.6369 0.557008487676568 0.321947289676603 0.410390261218183 8.9417328876952
"54" 0.4596 0.616513155122436 0.663045229600644 0.458290701802009 12.2684940195924
"55" 0.3901 0.415743120812439 0.532581424789964 0.141550604497714 4.50605137849892
"56" 0.2166 0.500985830215419 0.411669927494533 0.132613643482074 5.61497175579799
"57" 0.3299 0.227559332784787 0.801127862815054 0.205403938109457 5.61497175579799
"58" 0.5378 0.485405498914367 0.412590631833352 0.439122173268464 5.61497175579799
"59" 0.3841 0.256202746130422 0.4187133156865 0.194483305840346 3.39713100119985
"60" 0.5088 0.708453743604302 0.575647370238232 0.172850848802489 20.0309366606859
"61" 0.2541 0.436169434162288 0.488963056738405 0.42423419849241 6.72389213309706
"62" 0.4612 0.463415607832526 0.272827713200599 0.444446764527782 4.50605137849892
"63" 0.152 0.40892326049205 0.438554494188054 0.450836274038964 4.50605137849892
"64" 0.6749 0.223855538724609 0.646311428242606 0.520640621411121 5.61497175579799
"65" 0.1574 0.540130719534076 0.151593969386581 0.204547827357959 4.50605137849892
"66" 0.5869 0.542215489843398 0.429577626884567 0.448706437535236 15.5952551514896
"67" 0.25 0.346823719363302 0.568765105305559 0.163475392036082 7.83281251039613
"68" 0.2069 0.33665491950347 0.367361031188859 0.295441732267023 5.61497175579799
"69" 0.1879 0.178081523390458 0.718195419495914 0.348457956609801 5.61497175579799
"70" 0.1885 0.499000862740054 0.243526297617677 0.225198889144098 6.72389213309706
"71" 0.1162 0.429504822694721 0.369179422258027 0.247562172433234 4.50605137849892
"72" 0.6449 0.460066668293083 0.452134883185637 0.419974525484955 5.61497175579799
"73" 0.6665 0.552927660688107 0.326550811370698 0.183687958071454 8.9417328876952
"74" 0.1485 0.455276132263151 0.6024168488894 0.266062516965609 11.1595736422933
"75" 0.1525 0.341423277125856 0.742663137300034 0.170073709047629 7.83281251039613
"76" 0.3142 0.495629744793064 0.646495569110369 0.394416487440229 5.61497175579799
"77" 0.1152 0.530538558270439 0.421452411094487 0.427408072497964 6.72389213309706
"78" 0.5195 0.442967116075132 0.621429393486017 0.4497713557871 10.0506532649943
"79" 0.0757 0.457948630372442 0.554033835884452 0.435927418512873 2.28821062390078
"80" 0.3087 0.460255184757224 0.585038554494188 0.159633334029358 4.50605137849892
"81" 0.2794 0.451040056421869 0.517067556680861 0.417844688981228 6.72389213309706
"82" 0.6271 0.274422307929446 0.417447347220624 0.135808398237665 5.61497175579799
"83" 0.4962 0.413846866967258 0.563954425135228 0.452966110542691 6.72389213309706
"84" 0.2253 0.235477024278703 0.696696973184486 0.364181161387317 12.2684940195924
"85" 0.1406 0.526535355708389 0.540798711013926 0.46359441231129 7.83281251039613
"86" 0.4773 0.453457502844381 0.622004833697779 0.393831826439206 6.72389213309706
"87" 0.7155 0.413846866967258 1 0.82504019544382 17.8130959060877
"88" 0.4175 0.441525519584643 0.454459661641155 0.359670919379424 4.50605137849892
"89" 0.5912 0.499699482577752 0.241224536770629 0.441252009772191 11.1595736422933
"90" 0.1158 0.222680083124671 0.764115548394522 0.447641519283373 4.50605137849892
"91" 0.5545 0.302588885512842 0.476142248820348 0.328161867574283 5.61497175579799
"92" 0.2609 0.473795102564046 0.488433651743584 0.343363053600885 4.50605137849892
